resource_name,parameter_name,unit,observed_value,record_id,qc_pass,note,analyst_name,analyst_email,created_at,provider_codename,sample_date
pistachio hulls,volatile solids,% total weight,14.97,(11)f212,pass,,,,2026-07-08 03:54:12.530227,tripod,2026-07-08 03:54:12.530227
pistachio hulls,moisture,% total weight,81.92,(11)ffa7,pass,,,,2026-07-08 03:54:12.530227,tripod,2026-07-08 03:54:12.530227
grape pomace,moisture,% total weight,64.98,(13)0c41,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,ebony,2026-07-08 03:54:12.530227
almond shells,ash solids,% total weight,3.64,(13)124d,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
almond shells,moisture,% total weight,19.06,(13)12b9,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
almond shells,volatile solids,% total weight,77.18,(13)1443,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
almond shells,moisture,% total weight,19.0,(13)1b04,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
almond shells,moisture,% total weight,19.05,(13)2169,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
almond shells,ash solids,% total weight,3.77,(13)2dd8,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
grape pomace,ash solids,% total weight,4.13,(13)4f76,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,ebony,2026-07-08 03:54:12.530227
grape pomace,total solids,% total weight,35.02,(13)61f0,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,ebony,2026-07-08 03:54:12.530227
grape pomace,moisture,% total weight,62.07,(13)67a7,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,ebony,2026-07-08 03:54:12.530227
almond shells,ash solids,% total weight,3.71,(13)6c40,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
almond shells,volatile solids,% total weight,77.31,(13)710c,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
almond shells,total solids,% total weight,80.94,(13)7fbd,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
grape pomace,ash solids,% total weight,4.13,(13)81e1,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,ebony,2026-07-08 03:54:12.530227
grape pomace,total solids,% total weight,37.93,(13)8f5d,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,ebony,2026-07-08 03:54:12.530227
grape pomace,volatile solids,% total weight,33.1,(13)9fd0,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,ebony,2026-07-08 03:54:12.530227
grape pomace,total solids,% total weight,36.93,(13)a107,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,ebony,2026-07-08 03:54:12.530227
grape pomace,moisture,% total weight,63.07,(13)a902,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,ebony,2026-07-08 03:54:12.530227
grape pomace,ash solids,% total weight,3.84,(13)ade3,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,ebony,2026-07-08 03:54:12.530227
almond shells,total solids,% total weight,80.95,(13)bae5,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
almond shells,total solids,% total weight,81.0,(13)dda4,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
grape pomace,volatile solids,% total weight,30.89,(13)df67,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,ebony,2026-07-08 03:54:12.530227
grape pomace,volatile solids,% total weight,33.8,(13)e2ec,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,ebony,2026-07-08 03:54:12.530227
almond shells,volatile solids,% total weight,77.29,(13)f8f6,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
peach pomace,volatile solids,% total weight,2.51,(14)0aa6,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach pomace,moisture,% total weight,97.15,(14)1a55,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach pomace,ash solids,% total weight,0.31,(14)6c7f,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach pomace,ash solids,% total weight,0.31,(14)76bd,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach pomace,ash solids,% total weight,0.33,(14)bd40,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach pomace,moisture,% total weight,97.18,(14)c28a,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach pomace,total solids,% total weight,2.85,(14)d4a4,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach pomace,total solids,% total weight,2.82,(14)e13b,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach pomace,total solids,% total weight,2.92,(14)e88d,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach pomace,volatile solids,% total weight,2.61,(14)eb17,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach pomace,volatile solids,% total weight,2.52,(14)f092,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach pomace,moisture,% total weight,97.08,(14)ff20,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
almond hulls,volatile solids,% total weight,78.2,(15)04c6,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
olive stems / leaves,ash solids,% total weight,2.51,(15)0931,pass,,,,2026-07-08 03:54:12.530227,excellent,2026-07-08 03:54:12.530227
walnut shells,moisture,% total weight,9.86,(15)14f9,pass,,,,2026-07-08 03:54:12.530227,cutaway,2026-07-08 03:54:12.530227
almond hulls,total solids,% total weight,84.56,(15)19f2,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
olive stems / leaves,volatile solids,% total weight,45.27,(15)1e0f,pass,,,,2026-07-08 03:54:12.530227,excellent,2026-07-08 03:54:12.530227
walnut shells,total solids,% total weight,90.14,(15)2551,pass,,,,2026-07-08 03:54:12.530227,cutaway,2026-07-08 03:54:12.530227
olive stems / leaves,total solids,% total weight,48.56,(15)282d,pass,,,,2026-07-08 03:54:12.530227,excellent,2026-07-08 03:54:12.530227
walnut shells,ash solids,% total weight,1.06,(15)2ca0,pass,,,,2026-07-08 03:54:12.530227,cutaway,2026-07-08 03:54:12.530227
olive stems / leaves,volatile solids,% total weight,46.42,(15)4136,pass,,,,2026-07-08 03:54:12.530227,excellent,2026-07-08 03:54:12.530227
walnut shells,moisture,% total weight,9.86,(15)53d1,pass,,,,2026-07-08 03:54:12.530227,cutaway,2026-07-08 03:54:12.530227
almond hulls,moisture,% total weight,15.3,(15)5a1e,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
walnut shells,moisture,% total weight,9.88,(15)6ecb,pass,,,,2026-07-08 03:54:12.530227,cutaway,2026-07-08 03:54:12.530227
walnut shells,volatile solids,% total weight,88.91,(15)77aa,pass,,,,2026-07-08 03:54:12.530227,cutaway,2026-07-08 03:54:12.530227
walnut shells,total solids,% total weight,90.14,(15)80f1,pass,,,,2026-07-08 03:54:12.530227,cutaway,2026-07-08 03:54:12.530227
almond hulls,volatile solids,% total weight,77.67,(15)8749,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
olive stems / leaves,moisture,% total weight,51.88,(15)9253,pass,,,,2026-07-08 03:54:12.530227,excellent,2026-07-08 03:54:12.530227
olive stems / leaves,total solids,% total weight,48.12,(15)9329,pass,,,,2026-07-08 03:54:12.530227,excellent,2026-07-08 03:54:12.530227
almond hulls,ash solids,% total weight,6.5,(15)9365,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
olive stems / leaves,moisture,% total weight,46.17,(15)9820,pass,,,,2026-07-08 03:54:12.530227,excellent,2026-07-08 03:54:12.530227
almond hulls,total solids,% total weight,84.51,(15)9a81,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
almond hulls,moisture,% total weight,15.44,(15)9e63,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
olive stems / leaves,moisture,% total weight,51.44,(15)a12f,pass,,,,2026-07-08 03:54:12.530227,excellent,2026-07-08 03:54:12.530227
almond hulls,volatile solids,% total weight,77.55,(15)b8d3,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
walnut shells,ash solids,% total weight,1.07,(15)bdac,pass,,,,2026-07-08 03:54:12.530227,cutaway,2026-07-08 03:54:12.530227
almond hulls,ash solids,% total weight,6.96,(15)c5df,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
walnut shells,ash solids,% total weight,1.24,(15)c9c6,pass,,,,2026-07-08 03:54:12.530227,cutaway,2026-07-08 03:54:12.530227
olive stems / leaves,ash solids,% total weight,2.85,(15)cfe9,pass,,,,2026-07-08 03:54:12.530227,excellent,2026-07-08 03:54:12.530227
almond hulls,ash solids,% total weight,6.89,(15)d7bb,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
walnut shells,volatile solids,% total weight,89.06,(15)dcc2,pass,,,,2026-07-08 03:54:12.530227,cutaway,2026-07-08 03:54:12.530227
olive stems / leaves,volatile solids,% total weight,51.32,(15)dec9,pass,,,,2026-07-08 03:54:12.530227,excellent,2026-07-08 03:54:12.530227
olive stems / leaves,total solids,% total weight,53.83,(15)e432,pass,,,,2026-07-08 03:54:12.530227,excellent,2026-07-08 03:54:12.530227
walnut shells,volatile solids,% total weight,89.06,(15)e5c4,pass,,,,2026-07-08 03:54:12.530227,cutaway,2026-07-08 03:54:12.530227
walnut shells,total solids,% total weight,90.12,(15)ea15,pass,,,,2026-07-08 03:54:12.530227,cutaway,2026-07-08 03:54:12.530227
almond hulls,moisture,% total weight,15.49,(15)efa4,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
olive stems / leaves,ash solids,% total weight,2.15,(15)f3b8,pass,,,,2026-07-08 03:54:12.530227,excellent,2026-07-08 03:54:12.530227
almond hulls,total solids,% total weight,84.7,(15)f648,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,humorous,2026-07-08 03:54:12.530227
peach screening waste,volatile solids,% total weight,2.22,(23)3d5d,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach screening waste,volatile solids,% total weight,2.46,(23)502a,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach screening waste,moisture,% total weight,97.56,(23)564c,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach screening waste,ash solids,% total weight,0.26,(23)5b30,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach screening waste,moisture,% total weight,97.06,(23)6951,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach screening waste,total solids,% total weight,2.94,(23)77d7,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach screening waste,moisture,% total weight,97.32,(23)8788,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach screening waste,total solids,% total weight,2.44,(23)8d59,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach screening waste,total solids,% total weight,2.68,(23)a636,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach screening waste,ash solids,% total weight,0.22,(23)ac37,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach screening waste,ash solids,% total weight,0.22,(23)d546,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
peach screening waste,volatile solids,% total weight,2.68,(23)f85f,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,rushes,2026-07-08 03:54:12.530227
almond shells,moisture,% total weight,8.61,(24)033b,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond shells,moisture,% total weight,8.77,(24)1fd9,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond shells,total solids,% total weight,91.39,(24)31a4,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond shells,volatile solids,% total weight,83.85,(24)48e4,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond shells,total solids,% total weight,91.23,(24)5785,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond shells,volatile solids,% total weight,84.42,(24)57ea,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond shells,volatile solids,% total weight,84.56,(24)7cb6,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond shells,ash solids,% total weight,6.81,(24)7d51,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond shells,total solids,% total weight,91.17,(24)8d62,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond shells,ash solids,% total weight,6.83,(24)bbda,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond shells,moisture,% total weight,8.83,(24)c0c3,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond shells,ash solids,% total weight,7.32,(24)ea69,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond hulls,ash solids,% total weight,13.37,(27)13cb,pass,,,,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond hulls,ash solids,% total weight,8.42,(27)23cd,pass,,,,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond hulls,volatile solids,% total weight,76.48,(27)35cd,pass,,,,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond hulls,volatile solids,% total weight,77.31,(27)7991,pass,,,,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond hulls,moisture,% total weight,15.1,(27)7a5d,pass,,,,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond hulls,total solids,% total weight,84.77,(27)83ce,pass,,,,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond hulls,volatile solids,% total weight,71.44,(27)8c1d,pass,,,,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond hulls,moisture,% total weight,15.23,(27)9c73,pass,,,,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond hulls,total solids,% total weight,84.9,(27)baf0,pass,,,,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond hulls,moisture,% total weight,15.19,(27)bf60,pass,,,,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond hulls,total solids,% total weight,84.81,(27)de83,pass,,,,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
almond hulls,ash solids,% total weight,7.46,(27)fa51,pass,,,,2026-07-08 03:54:12.530227,tiny,2026-07-08 03:54:12.530227
corn stover cobs,volatile solids,% total weight,85.25,(28)0e4d,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,caterpillar,2026-07-08 03:54:12.530227
corn stover cobs,volatile solids,% total weight,84.19,(28)17f4,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,caterpillar,2026-07-08 03:54:12.530227
corn stover cobs,moisture,% total weight,4.89,(28)1cdc,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,caterpillar,2026-07-08 03:54:12.530227
corn stover cobs,ash solids,% total weight,9.4,(28)2b5c,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,caterpillar,2026-07-08 03:54:12.530227
corn stover cobs,moisture,% total weight,4.95,(28)37a3,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,caterpillar,2026-07-08 03:54:12.530227
corn stover cobs,moisture,% total weight,4.92,(28)45b4,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,caterpillar,2026-07-08 03:54:12.530227
corn stover cobs,volatile solids,% total weight,85.65,(28)5a04,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,caterpillar,2026-07-08 03:54:12.530227
corn stover cobs,total solids,% total weight,95.05,(28)5dec,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,caterpillar,2026-07-08 03:54:12.530227
corn stover cobs,ash solids,% total weight,9.83,(28)6ebd,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,caterpillar,2026-07-08 03:54:12.530227
corn stover cobs,total solids,% total weight,95.11,(28)7463,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,caterpillar,2026-07-08 03:54:12.530227
corn stover cobs,total solids,% total weight,95.08,(28)9043,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,caterpillar,2026-07-08 03:54:12.530227
corn stover cobs,ash solids,% total weight,10.92,(28)ec2a,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,caterpillar,2026-07-08 03:54:12.530227
walnut shells,total solids,% total weight,91.21,(29)1497,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
walnut shells,ash solids,% total weight,1.25,(29)1b5a,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
walnut shells,total solids,% total weight,91.19,(29)262a,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
walnut shells,volatile solids,% total weight,89.93,(29)2773,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
walnut shells,moisture,% total weight,8.81,(29)6761,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
walnut shells,total solids,% total weight,91.2,(29)877a,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
walnut shells,moisture,% total weight,8.8,(29)a631,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
walnut shells,moisture,% total weight,8.79,(29)bb18,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
walnut shells,volatile solids,% total weight,90.0,(29)eff5,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
walnut shells,ash solids,% total weight,1.21,(29)f43d,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
walnut shells,ash solids,% total weight,1.26,(29)f78f,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
walnut shells,volatile solids,% total weight,89.95,(29)ff20,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,energetic,2026-07-08 03:54:12.530227
grape stem,ash solids,% total weight,3.18,(31)0a4b,pass,,,xkang2@lbl.gov,2026-07-08 03:54:12.530227,maplewood,2026-07-08 03:54:12.530227
