resource_name,parameter_name,unit,observed_value,record_id,qc_pass,note,analyst_name,analyst_email,created_at,provider_codename,sample_date
almond hulls,sn,ppm,0.0,(03)8ac6,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,se,ppm,0.0,(03)8bb0,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,pb,ppm,0.0,(03)9180,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,pr,ppm,58.0,(03)a7f4,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,ni,ppm,0.0,(03)b582,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,bi,ppm,0.0,(03)b6d0,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,ba,ppm,22.0,(03)b995,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,k,ppm,39100.0,(03)bbdf,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,nd,ppm,0.0,(03)d09a,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,v,ppm,0.0,(03)d3b2,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,sr,ppm,16.0,(03)d950,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,mn,ppm,0.0,(03)da2a,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,zr,ppm,0.0,(03)e3e0,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,w,ppm,0.0,(03)e8b6,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,ce,ppm,42.0,(03)ea08,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,cu,ppm,12.0,(03)f15b,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,nb,ppm,0.0,(03)f6cb,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond hulls,ag,ppm,0.0,(03)fcf0,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,tiny,2026-07-08 03:54:14.421559
almond shells,k,ppm,21100.0,(04)0082,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,si,ppm,5440.0,(04)059f,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,s,ppm,480.0,(04)05fc,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,cu,ppm,9.0,(04)0a4a,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,pr,ppm,147.0,(04)0e4d,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,ca,ppm,4080.0,(04)11d4,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,p,ppm,773.0,(04)158c,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,p,ppm,773.0,(04)1ae0,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,sr,ppm,21.0,(04)1b40,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,ca,ppm,4020.0,(04)1b93,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,cu,ppm,11.0,(04)1da4,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,u,ppm,16.0,(04)211e,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,ba,ppm,26.0,(04)26c5,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,ce,ppm,49.0,(04)288a,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,si,ppm,5280.0,(04)29ee,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,sr,ppm,23.0,(04)2bcb,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,th,ppm,41.0,(04)37d2,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,ba,ppm,23.0,(04)3a6c,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,rb,ppm,14.0,(04)3d9a,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,ti,ppm,203.0,(04)3dd4,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,al,ppm,1560.0,(04)56cc,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,ba,ppm,29.0,(04)5c87,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,s,ppm,448.0,(04)5c8d,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,u,ppm,15.0,(04)5f9c,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,mn,ppm,31.0,(04)661b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,s,ppm,473.0,(04)66c9,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,ca,ppm,4040.0,(04)7202,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,k,ppm,23200.0,(04)7479,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,la,ppm,48.0,(04)7819,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,sr,ppm,21.0,(04)8233,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,th,ppm,44.0,(04)8493,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,u,ppm,14.0,(04)84a7,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,al,ppm,1360.0,(04)888c,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,ce,ppm,78.0,(04)9261,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,rb,ppm,14.0,(04)9df6,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,cu,ppm,11.0,(04)a116,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,pr,ppm,76.0,(04)a48f,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,si,ppm,5120.0,(04)a859,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,p,ppm,748.0,(04)b583,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,rb,ppm,12.0,(04)bc1d,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,mn,ppm,51.0,(04)c6e9,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,ti,ppm,186.0,(04)d17f,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,fe,ppm,517.0,(04)d1f3,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,k,ppm,21100.0,(04)d4f0,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,fe,ppm,510.0,(04)e0e2,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,zn,ppm,21.0,(04)e2e0,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,al,ppm,1550.0,(04)e8bc,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,zn,ppm,21.0,(04)ec94,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,zn,ppm,20.0,(04)edd8,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,th,ppm,46.0,(04)ee12,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,fe,ppm,526.0,(04)ef87,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,mn,ppm,30.0,(04)f326,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
almond shells,la,ppm,47.0,(04)f5c6,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,capstan,2026-07-08 03:54:14.421559
walnut shells,rb,ppm,4.0,(15)00d9,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,u,ppm,15.0,(15)02c5,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,p,ppm,389.0,(15)058d,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,sr,ppm,17.0,(15)0c45,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,th,ppm,53.0,(15)1296,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,rb,ppm,5.0,(15)1653,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,p,ppm,400.0,(15)1716,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,mn,ppm,28.0,(15)1866,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,fe,ppm,78.0,(15)1fc3,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,la,ppm,43.0,(15)2474,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,cu,ppm,10.0,(15)290b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,zn,ppm,10.0,(15)2b3b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,th,ppm,52.0,(15)2d15,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,pr,ppm,72.0,(15)326b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,k,ppm,6200.0,(15)33c3,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,fe,ppm,82.0,(15)3918,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,rb,ppm,5.0,(15)3ec3,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,s,ppm,346.0,(15)412b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,si,ppm,1080.0,(15)4ac4,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,mn,ppm,27.0,(15)4bdc,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,cu,ppm,14.0,(15)5b43,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,p,ppm,353.0,(15)5e56,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,zn,ppm,10.0,(15)652a,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,sr,ppm,18.0,(15)6cc3,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,pr,ppm,68.0,(15)71f8,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,ca,ppm,4540.0,(15)73d9,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,s,ppm,291.0,(15)7432,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,k,ppm,5120.0,(15)7859,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,th,ppm,56.0,(15)7be0,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,zn,ppm,8.0,(15)86eb,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,ca,ppm,4480.0,(15)8a38,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,cu,ppm,11.0,(15)8b42,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,u,ppm,17.0,(15)8fd6,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,si,ppm,977.0,(15)939b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,ce,ppm,43.0,(15)aee8,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,ba,ppm,25.0,(15)b130,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,ti,ppm,210.0,(15)b707,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,ti,ppm,228.0,(15)bc5c,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,u,ppm,16.0,(15)c0c0,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,fe,ppm,85.0,(15)c396,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,al,ppm,628.0,(15)c823,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,si,ppm,939.0,(15)c846,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,s,ppm,341.0,(15)cba3,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,sr,ppm,19.0,(15)cc90,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,ba,ppm,25.0,(15)d38f,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,ca,ppm,4570.0,(15)d7c8,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,ba,ppm,32.0,(15)dc7b,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,k,ppm,4990.0,(15)deae,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,al,ppm,794.0,(15)e759,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,ce,ppm,53.0,(15)f368,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,mn,ppm,33.0,(15)f551,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut shells,ce,ppm,45.0,(15)fbf3,pass,,,jduong@lbl.gov,2026-07-08 03:54:14.421559,cutaway,2026-07-08 03:54:14.421559
walnut hulls,ni,ppm,0.0,(19)02f4,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,u,ppm,14.0,(19)1637,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,pr,ppm,53.0,(19)16a6,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,se,ppm,0.0,(19)278a,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,ti,ppm,0.0,(19)3303,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,v,ppm,0.0,(19)3655,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,p,ppm,0.0,(19)37ca,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,si,ppm,6540.0,(19)38c9,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,sr,ppm,49.0,(19)55eb,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,w,ppm,0.0,(19)5874,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,cd,ppm,0.0,(19)6aed,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,ba,ppm,17.0,(19)6fb1,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,sn,ppm,0.0,(19)8819,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,y,ppm,0.0,(19)8bc9,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,co,ppm,0.0,(19)8cb9,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,mo,ppm,11.0,(19)90a5,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,rb,ppm,14.0,(19)9629,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,sb,ppm,0.0,(19)9c14,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,k,ppm,3940.0,(19)a5fe,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,ag,ppm,0.0,(19)ade8,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,th,ppm,73.0,(19)b41c,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,ce,ppm,43.0,(19)b77b,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,mg,ppm,0.0,(19)c238,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,fe,ppm,2830.0,(19)c4fb,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,pb,ppm,0.0,(19)c890,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,nb,ppm,0.0,(19)cadd,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,al,ppm,0.0,(19)d4e1,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,hg,ppm,0.0,(19)d761,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,cr,ppm,0.0,(19)db1e,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,zr,ppm,0.0,(19)de3d,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,bi,ppm,0.0,(19)e666,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,la,ppm,29.0,(19)e679,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,nd,ppm,76.0,(19)e74d,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,zn,ppm,13.0,(19)e9e9,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,mn,ppm,69.0,(19)eed6,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
walnut hulls,ca,ppm,4370.0,(19)f0d5,provisional,,,xkang2@lbl.gov,2026-07-08 03:54:14.421559,energetic,2026-07-08 03:54:14.421559
