resource_name,parameter_name,unit,observed_value,record_id,qc_pass,note,analyst_name,analyst_email,created_at,provider_codename,sample_date
tomato pomace,p,ppm,2620.0,(69)2c93,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,s,ppm,1690.0,(69)e3ed,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,si,ppm,11.0,(69)dca7,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,ti,ppm,3.65,(69)5cdc,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,zn,ppm,22.0,(69)270a,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,pinecrest,2026-07-08 03:54:14.293858
tomato pomace,al,ppm,7.31,(6d)d64e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,ca,ppm,1450.0,(6d)0f9b,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,cu,ppm,11.0,(6d)dc09,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,fe,ppm,15.0,(6d)5bbd,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,k,ppm,6920.0,(6d)d2e2,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,mg,ppm,2560.0,(6d)a6af,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,mn,ppm,40.4,(6d)1524,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,na,ppm,232.0,(6d)c741,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,nd,ppm,3.68,(6d)2b35,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,p,ppm,4120.0,(6d)4e82,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,s,ppm,1590.0,(6d)3256,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,si,ppm,7.0,(6d)fda3,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,ti,ppm,3.68,(6d)d68e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,zn,ppm,26.0,(6d)f379,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,al,ppm,7.35,(6d)bf8e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,ca,ppm,1510.0,(6d)f6fd,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,cu,ppm,11.0,(6d)5e91,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,fe,ppm,15.0,(6d)e90a,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,k,ppm,6820.0,(6d)a021,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,mg,ppm,2440.0,(6d)db6e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,mn,ppm,39.9,(6d)6274,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,na,ppm,232.0,(6d)3e18,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,nd,ppm,0.0,(6d)a2d8,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,p,ppm,3830.0,(6d)bf16,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,s,ppm,1520.0,(6d)241f,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,si,ppm,7.0,(6d)c547,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,ti,ppm,3.63,(6d)b868,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
tomato pomace,zn,ppm,22.0,(6d)a343,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,riverstone,2026-07-08 03:54:14.293858
grape pomace,al,ppm,18.1,(fe)18a8,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,ca,ppm,4430.0,(fe)2866,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,cu,ppm,14.5,(fe)2aa1,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,fe,ppm,7.0,(fe)9dcb,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,k,ppm,16500.0,(fe)8e22,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,mg,ppm,1040.0,(fe)f915,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,mn,ppm,43.5,(fe)89d6,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,na,ppm,-221.0,(fe)813d,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,nd,ppm,7.25,(fe)7a3b,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,p,ppm,2220.0,(fe)0bb8,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,s,ppm,1210.0,(fe)fe17,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,si,ppm,22.0,(fe)28ee,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,ti,ppm,0.0,(fe)6131,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,zn,ppm,11.0,(fe)b73e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,al,ppm,14.8,(fe)64dd,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,ca,ppm,4320.0,(fe)55dc,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,cu,ppm,11.1,(fe)c230,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,fe,ppm,11.0,(fe)be43,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,k,ppm,16300.0,(fe)e312,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,mg,ppm,995.0,(fe)802b,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,mn,ppm,40.7,(fe)cf31,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,na,ppm,-55.0,(fe)8bdb,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,nd,ppm,7.4,(fe)9b50,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,p,ppm,2130.0,(fe)7697,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,s,ppm,1310.0,(fe)f958,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,si,ppm,18.0,(fe)3456,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,ti,ppm,3.7,(fe)15d9,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape pomace,zn,ppm,11.0,(fe)46c4,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,al,ppm,7.4,(ad)b7d9,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,ca,ppm,6440.0,(ad)5782,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,cu,ppm,7.29,(ad)7270,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,fe,ppm,26.0,(ad)d198,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,k,ppm,30100.0,(ad)ec60,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,mg,ppm,1670.0,(ad)c66a,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,mn,ppm,94.8,(ad)1173,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,na,ppm,44.0,(ad)cb5c,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,nd,ppm,10.9,(ad)d9e1,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,p,ppm,3070.0,(ad)e801,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,s,ppm,696.0,(ad)219a,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,si,ppm,36.0,(ad)659a,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,ti,ppm,3.65,(ad)935b,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,zn,ppm,11.0,(ad)30cd,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,al,ppm,10.9,(ad)30cb,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,ca,ppm,6610.0,(ad)3f87,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,cu,ppm,7.29,(ad)d3d6,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,fe,ppm,36.0,(ad)eaf3,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,k,ppm,31500.0,(ad)c0ac,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,mg,ppm,1820.0,(ad)63a0,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,mn,ppm,98.4,(ad)b49f,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,na,ppm,37.0,(ad)a848,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,nd,ppm,11.0,(ad)8054,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,p,ppm,3200.0,(ad)e440,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,s,ppm,684.0,(ad)9237,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,si,ppm,37.0,(ad)6b2a,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,ti,ppm,3.68,(ad)b846,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
grape stem,zn,ppm,11.0,(ad)8b5a,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,al,ppm,84.5,(e8)8e03,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,ca,ppm,5440.0,(e8)a1e2,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,cu,ppm,22.1,(e8)fda6,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,fe,ppm,140.0,(e8)6bf4,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,k,ppm,82300.0,(e8)be6f,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,mg,ppm,515.0,(e8)b13a,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,mn,ppm,11.0,(e8)c5fd,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,na,ppm,-195.0,(e8)2d0d,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,nd,ppm,14.7,(e8)7c3a,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,p,ppm,2700.0,(e8)5afa,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,s,ppm,1430.0,(e8)7ba2,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,si,ppm,11.0,(e8)8e4f,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,ti,ppm,0.0,(e8)324f,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,zn,ppm,32.0,(e8)8ec2,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,al,ppm,86.6,(e8)ea4d,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,ca,ppm,5720.0,(e8)8b83,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,cu,ppm,14.4,(e8)f238,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,fe,ppm,126.0,(e8)0f2c,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,k,ppm,87500.0,(e8)ad9f,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,mg,ppm,483.0,(e8)dc21,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,mn,ppm,10.8,(e8)3033,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,na,ppm,-184.0,(e8)ff82,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,nd,ppm,14.4,(e8)2c90,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,p,ppm,2380.0,(e8)32bb,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,s,ppm,1450.0,(e8)189e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,si,ppm,7.0,(e8)3b93,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,ti,ppm,0.0,(e8)a7a0,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent yeast,zn,ppm,32.0,(e8)5283,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent oak chips,al,ppm,10.8,(c5)6b8a,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent oak chips,ca,ppm,393.0,(c5)a0b9,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent oak chips,cu,ppm,3.61,(c5)41af,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent oak chips,fe,ppm,57.0,(c5)fbec,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent oak chips,k,ppm,1280.0,(c5)923c,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent oak chips,mg,ppm,72.0,(c5)a714,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent oak chips,mn,ppm,14.3,(c5)c850,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent oak chips,na,ppm,-50.0,(c5)550e,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
spent oak chips,nd,ppm,3.59,(c5)d256,pass,,,mduran@lbl.gov,2026-07-08 03:54:14.293858,maplewood,2026-07-08 03:54:14.293858
