sample_id,resource_id,resource_type,analysis_type,parameter,lab,method,protocol_version,unit,sample_mean,n_replicates,n_contributing_experiments,pooled_SD,pooled_RSD_percent,between_experiment_SD,between_experiment_RSD_percent,replicate_group_id
32,23,grape pomace,compositional,glucan,ebony,oven dry,,% dry weight,7.609999999999999,3,1,1.7714683175264523,23.278164487864025,,,96
32,23,grape pomace,compositional,glucose,ebony,oven dry,,% dry weight,8.456666666666665,3,1,1.96871362400257,23.28001920381439,,,97
32,23,grape pomace,compositional,xylan,ebony,oven dry,,% dry weight,4.896666666666667,3,1,1.7591001487503017,35.9244414312519,,,98
32,23,grape pomace,compositional,xylose,ebony,oven dry,,% dry weight,5.566666666666667,3,1,1.9993082136912594,35.915716413615435,,,99
32,23,grape pomace,compositional,lignin,ebony,oven dry,,% dry weight,48.67333333333334,3,1,0.9514375088955299,1.9547408072090051,,,100
37,33,sweet potato culls,compositional,xylan,tackle,oven dry,,% dry weight,3.176666666666667,3,1,0.04041451884327397,1.272230393807155,,,101
37,33,sweet potato culls,compositional,glucose,tackle,oven dry,,% dry weight,60.20000000000001,3,1,0.4613025037868328,0.7662832288817819,,,102
37,33,sweet potato culls,compositional,lignin,tackle,oven dry,,% dry weight,8.706666666666667,3,1,0.1401189970465577,1.6093299813923168,,,103
37,33,sweet potato culls,compositional,xylose,tackle,oven dry,,% dry weight,3.61,3,1,0.043588989435406726,1.2074512308976932,,,104
37,33,sweet potato culls,compositional,glucan,tackle,oven dry,,% dry weight,54.17666666666667,3,1,0.4110150037812895,0.7586568703278586,,,105
69,29,corn stover stalks,compositional,lignin,caterpillar,knife mill (2mm),,% dry weight,22.08666666666667,3,1,0.12662279942148388,0.5732997257235913,,,106
69,29,corn stover stalks,compositional,glucose,caterpillar,knife mill (2mm),,% dry weight,45.093333333333334,3,1,0.20550750189064293,0.455738102950864,,,107
69,29,corn stover stalks,compositional,xylan,caterpillar,knife mill (2mm),,% dry weight,19.560000000000002,3,1,0.0458257569495582,0.2342830109895613,,,108
69,29,corn stover stalks,compositional,xylose,caterpillar,knife mill (2mm),,% dry weight,22.22666666666667,3,1,0.05131601439446752,0.23087588959718439,,,109
69,29,corn stover stalks,compositional,glucan,caterpillar,knife mill (2mm),,% dry weight,40.586666666666666,3,1,0.18502252115170376,0.4558702065170099,,,110
18,34,grape stem,compositional,xylose,maplewood,oven dry,,% dry weight,9.036666666666667,3,1,0.12503332889007365,1.38362223043239,,,111
18,34,grape stem,compositional,lignin,maplewood,oven dry,,% dry weight,27.100000000000005,3,1,0.24576411454889024,0.9068786514719195,,,112
18,34,grape stem,compositional,xylan,maplewood,oven dry,,% dry weight,7.95,3,1,0.11357816691600539,1.4286561876227093,,,113
18,34,grape stem,compositional,glucan,maplewood,oven dry,,% dry weight,24.94666666666667,3,1,0.27970222261064315,1.1212007854515358,,,114
18,34,grape stem,compositional,glucose,maplewood,oven dry,,% dry weight,27.72,3,1,0.3099999999999995,1.1183261183261164,,,115
80,20,wheat straw,compositional,arabinan,possessive,knife mill (2mm),,% dry weight,1.8533333333333335,3,1,0.058594652770823076,3.1615819840372157,,,116
80,20,wheat straw,compositional,xylose,possessive,knife mill (2mm),,% dry weight,21.996666666666666,3,1,0.046188021535171125,0.20997736718519985,,,117
80,20,wheat straw,compositional,glucose,possessive,knife mill (2mm),,% dry weight,37.97,3,1,0.10583005244258539,0.2787201802543729,,,118
80,20,wheat straw,compositional,arabinose,possessive,knife mill (2mm),,% dry weight,2.106666666666667,3,1,0.06429100507328642,3.051788215504102,,,119
80,20,wheat straw,compositional,glucan,possessive,knife mill (2mm),,% dry weight,34.17333333333334,3,1,0.09451631252505216,0.27657914316733945,,,120
80,20,wheat straw,compositional,xylan,possessive,knife mill (2mm),,% dry weight,19.356666666666666,3,1,0.046188021535171125,0.23861557534960112,,,121
80,20,wheat straw,compositional,lignin,possessive,knife mill (2mm),,% dry weight,16.58,3,1,0.21702534414210595,1.308958649831761,,,122
123,26,spent oak chips,compositional,xylose,rigging,oven dry + knife mill (2mm),,% dry weight,23.423333333333332,3,1,0.8658136828055627,3.696372631872333,,,123
123,26,spent oak chips,compositional,glucose,rigging,oven dry + knife mill (2mm),,% dry weight,44.79666666666666,3,1,1.6551233589474004,3.6947466901125097,,,124
123,26,spent oak chips,compositional,xylan,rigging,oven dry + knife mill (2mm),,% dry weight,20.613333333333333,3,1,0.7600219295081769,3.6870404083514408,,,125
123,26,spent oak chips,compositional,glucan,rigging,oven dry + knife mill (2mm),,% dry weight,40.31333333333333,3,1,1.4901789601699955,3.696491549950377,,,126
123,26,spent oak chips,compositional,lignin,rigging,oven dry + knife mill (2mm),,% dry weight,26.593333333333334,3,1,0.23158871590242455,0.8708525290890871,,,127
147,31,almond shells,compositional,lignin,humorous,knife mill (2mm),,% dry weight,33.629999999999995,3,1,0.9374433316206374,2.7875210574506024,,,128
147,31,almond shells,compositional,xylan,humorous,knife mill (2mm),,% dry weight,14.993333333333332,3,1,2.4113136115680454,16.08257188684779,,,129
147,31,almond shells,compositional,xylose,humorous,knife mill (2mm),,% dry weight,17.036666666666665,3,1,2.7433070067590575,16.10236943900836,,,130
147,31,almond shells,compositional,glucose,humorous,knife mill (2mm),,% dry weight,21.753333333333334,3,1,3.458342570268788,15.897989137000252,,,131
147,31,almond shells,compositional,glucan,humorous,knife mill (2mm),,% dry weight,19.580000000000002,3,1,3.1177074910902083,15.9229187491839,,,132
67,21,corn stover husks,compositional,glucose,caterpillar,knife mill (2mm),,% dry weight,44.86333333333334,3,1,0.8008953323208557,1.7851890905435523,,,133
67,21,corn stover husks,compositional,lignin,caterpillar,knife mill (2mm),,% dry weight,18.569999999999997,3,1,0.06928203230275566,0.3730857959222169,,,134
67,21,corn stover husks,compositional,glucan,caterpillar,knife mill (2mm),,% dry weight,40.376666666666665,3,1,0.7147260547463844,1.7701462595881723,,,135
67,21,corn stover husks,compositional,xylan,caterpillar,knife mill (2mm),,% dry weight,21.61,3,1,0.28000000000000114,1.2956964368348038,,,136
67,21,corn stover husks,compositional,xylose,caterpillar,knife mill (2mm),,% dry weight,24.55666666666667,3,1,0.3200520790954708,1.3033205338488019,,,137
150,35,almond branches,compositional,glucan,capstan,knife mill (2mm),,% dry weight,21.929999999999996,3,1,0.19672315572906043,0.897050413721206,,,138
51,15,almond shells and hulls mix,compositional,glucose,tiny,knife mill (2mm),,% dry weight,25.676666666666666,3,1,1.0325373278159664,4.021305963193431,,,139
51,15,almond shells and hulls mix,compositional,xylan,tiny,knife mill (2mm),,% dry weight,19.05666666666667,3,1,0.7166821703749396,3.760795016835436,,,140
51,15,almond shells and hulls mix,compositional,xylose,tiny,knife mill (2mm),,% dry weight,21.653333333333336,3,1,0.8111925377697542,3.7462709564489876,,,141
150,35,almond branches,compositional,xylan,capstan,knife mill (2mm),,% dry weight,12.799999999999999,3,1,0.11357816691600509,0.8873294290312898,,,142
51,15,almond shells and hulls mix,compositional,lignin,tiny,knife mill (2mm),,% dry weight,28.189999999999998,3,2,1.1294246322796395,4.006472622488967,0.5939696961966998,2.1070226895945368,"143,148"
150,35,almond branches,compositional,glucose,capstan,knife mill (2mm),,% dry weight,24.366666666666664,3,1,0.21733231083604065,0.8919246682737648,,,144
150,35,almond branches,compositional,xylose,capstan,knife mill (2mm),,% dry weight,14.543333333333331,3,1,0.12858201014657267,0.8841302554199358,,,145
150,35,almond branches,compositional,lignin,capstan,knife mill (2mm),,% dry weight,44.026666666666664,3,1,0.4393555887129861,0.9979306224552986,,,146
51,15,almond shells and hulls mix,compositional,glucan,tiny,knife mill (2mm),,% dry weight,23.11,3,1,0.9315041599477698,4.030740631535135,,,147
57,19,walnut shells,compositional,glucose,energetic,oven dry + knife mill (2mm),,% dry weight,11.813333333333333,3,1,0.45445938579078055,3.8470038300573974,,,149
107,23,grape pomace,compositional,xylan,boatswain,oven dry + knife mill (2mm),,% dry weight,4.603333333333333,3,1,0.08504900548115424,1.847552617258963,,,150
57,19,walnut shells,compositional,glucan,energetic,oven dry + knife mill (2mm),,% dry weight,10.63,3,1,0.4095119045888656,3.8524167882301557,,,151
57,19,walnut shells,compositional,lignin,energetic,oven dry + knife mill (2mm),,% dry weight,49.32,3,1,0.36290494623248404,0.7358170037154989,,,152
57,19,walnut shells,compositional,xylose,energetic,oven dry + knife mill (2mm),,% dry weight,18.895,4,1,9.037040444747383,47.827681634016315,,,153
107,23,grape pomace,compositional,glucan,boatswain,oven dry + knife mill (2mm),,% dry weight,14.293333333333331,3,1,0.37421027956662767,2.6180756499530857,,,154
107,23,grape pomace,compositional,glucose,boatswain,oven dry + knife mill (2mm),,% dry weight,15.883333333333331,3,1,0.4176521678781674,2.629499482968525,,,155
107,23,grape pomace,compositional,lignin,boatswain,oven dry + knife mill (2mm),,% dry weight,49.54666666666666,3,1,0.5701169470672963,1.150666604683725,,,156
57,19,walnut shells,compositional,xylan,energetic,oven dry + knife mill (2mm),,% dry weight,20.603333333333335,3,1,0.0907377172587745,0.440403092988713,,,157
107,23,grape pomace,compositional,xylose,boatswain,oven dry + knife mill (2mm),,% dry weight,5.1850000000000005,2,1,0.0636396103067898,1.227379176601539,,,158
95,37,tomato pomace,compositional,glucan,oakleaf,oven dry + knife mill (2mm),,% dry weight,12.953333333333333,3,1,0.8047566920090407,6.212738229611739,,,159
95,37,tomato pomace,compositional,glucose,oakleaf,oven dry + knife mill (2mm),,% dry weight,14.39,3,1,0.894371287553441,6.2152278495722095,,,160
95,37,tomato pomace,compositional,xylose,oakleaf,oven dry + knife mill (2mm),,% dry weight,9.866666666666665,3,1,0.08736894948054115,0.8854961096000794,,,161
95,37,tomato pomace,compositional,xylan,oakleaf,oven dry + knife mill (2mm),,% dry weight,8.68,3,1,0.08185352771872449,0.9430129921512039,,,162
95,37,tomato pomace,compositional,lignin,oakleaf,oven dry + knife mill (2mm),,% dry weight,35.96666666666667,3,1,0.44377171308380103,1.2338416489818378,,,163
2,37,tomato pomace,compositional,glucose,oakleaf,oven dry,,% dry weight,15.723333333333334,3,1,0.037859388972002035,0.24078475072293004,,,164
2,37,tomato pomace,compositional,glucan,oakleaf,oven dry,,% dry weight,14.15333333333333,3,1,0.030550504633039252,0.21585377743551054,,,165
2,37,tomato pomace,compositional,lignin+,oakleaf,oven dry,,% dry weight,40.10666666666666,3,1,0.6934935712271139,1.7291229335782428,,,166
2,37,tomato pomace,compositional,xylose,oakleaf,oven dry,,% dry weight,10.816666666666668,3,1,0.3647373484212079,3.3719939761590862,,,167
2,37,tomato pomace,compositional,xylan,oakleaf,oven dry,,% dry weight,9.520000000000001,3,1,0.32449961479175954,3.4086093990731037,,,168
146,25,almond hulls,compositional,xylan,humorous,knife mill (2mm),,% dry weight,7.293333333333333,3,1,0.1365039681962884,1.8716266206072454,,,169
146,25,almond hulls,compositional,xylose,humorous,knife mill (2mm),,% dry weight,8.29,3,1,0.15716233645501743,1.8958062298554579,,,170
146,25,almond hulls,compositional,glucose,humorous,knife mill (2mm),,% dry weight,25.36,3,1,0.3553871128783363,1.4013687416338183,,,171
146,25,almond hulls,compositional,lignin,humorous,knife mill (2mm),,% dry weight,20.203333333333333,3,1,0.25813433195399127,1.2776818938491565,,,172
146,25,almond hulls,compositional,glucan,humorous,knife mill (2mm),,% dry weight,22.823333333333334,3,1,0.3177000681985042,1.3919967936256938,,,173
135,34,grape stem,compositional,xylan,rigging,oven dry + knife mill (2mm),,% dry weight,4.843333333333333,3,1,1.4524921112809301,29.989513653425952,,,174
135,34,grape stem,compositional,glucose,rigging,oven dry + knife mill (2mm),,% dry weight,18.606666666666666,3,1,5.585743758295158,30.02012052111336,,,175
135,34,grape stem,compositional,xylose,rigging,oven dry + knife mill (2mm),,% dry weight,5.503333333333333,3,1,1.6471288150394714,29.929657450747516,,,176
135,34,grape stem,compositional,lignin,rigging,oven dry + knife mill (2mm),,% dry weight,36.62666666666667,3,1,0.9251126057585266,2.5257897863811243,,,177
135,34,grape stem,compositional,glucan,rigging,oven dry + knife mill (2mm),,% dry weight,16.75,3,1,5.02930412681516,30.02569627949349,,,178
72,35,almond branches,compositional,glucan,humorous,knife mill (2mm),,% dry weight,25.98,3,1,0.3100000000000001,1.1932255581216324,,,179
72,35,almond branches,compositional,xylose,humorous,knife mill (2mm),,% dry weight,17.32,3,1,0.16703293088489998,0.9643933653862586,,,180
72,35,almond branches,compositional,lignin,humorous,knife mill (2mm),,% dry weight,35.413333333333334,3,1,0.503421625810147,1.421559560834376,,,181
72,35,almond branches,compositional,glucose,humorous,knife mill (2mm),,% dry weight,28.866666666666664,3,1,0.3421013495052785,1.185108601057547,,,182
165,14,olive stems / leaves,compositional,lignin,excellent,oven dry + knife mill (2mm),,% dry weight,51.25,3,1,0.2042057785666183,0.3984502996421821,,,183
165,14,olive stems / leaves,compositional,xylose,excellent,oven dry + knife mill (2mm),,% dry weight,13.656666666666666,3,1,0.35949038002891515,2.6323435198602527,,,184
165,14,olive stems / leaves,compositional,glucan,excellent,oven dry + knife mill (2mm),,% dry weight,14.143333333333333,3,1,0.2914332399252586,2.06056969072773,,,185
165,14,olive stems / leaves,compositional,glucose,excellent,oven dry + knife mill (2mm),,% dry weight,15.713333333333333,3,1,0.32129944496269136,2.044756756232656,,,186
72,35,almond branches,compositional,xylan,humorous,knife mill (2mm),,% dry weight,15.24,3,1,0.14730919862656272,0.9665957915128788,,,187
165,14,olive stems / leaves,compositional,xylan,excellent,oven dry + knife mill (2mm),,% dry weight,12.016666666666666,3,1,0.3162804662531866,2.632014975754674,,,188
143,31,almond shells,compositional,glucose,tiny,knife mill (2mm),,% dry weight,25.373333333333335,3,1,0.15821925715074533,0.6235651227696216,,,189
143,31,almond shells,compositional,lignin,tiny,knife mill (2mm),,% dry weight,30.396666666666665,3,1,0.4152509281546931,1.3661067929203634,,,190
143,31,almond shells,compositional,xylan,tiny,knife mill (2mm),,% dry weight,19.033333333333335,3,1,0.01154700538379227,0.060667278723952375,,,191
143,31,almond shells,compositional,glucan,tiny,knife mill (2mm),,% dry weight,22.836666666666662,3,1,0.14294521094927776,0.6259460412316937,,,192
