replicate_group_id,analysis_type,parameter,pooled_SD_used,flag_3xSD,3xSD_status
82,compositional,lignin,0.4569550635538759,False,calculated
83,compositional,xylan,0.8759750075945936,False,calculated
84,compositional,xylose,1.6912339721294771,False,calculated
85,compositional,glucose,2.081161898672193,False,calculated
86,compositional,glucan,1.8596504379167018,False,calculated
87,compositional,glucose,2.081161898672193,False,calculated
88,compositional,xylose,1.6912339721294771,False,calculated
89,compositional,lignin,0.4569550635538759,False,calculated
90,compositional,xylan,0.8759750075945936,False,calculated
91,compositional,glucan,1.8596504379167018,False,calculated
92,compositional,xylan,0.8759750075945936,False,calculated
93,compositional,xylose,1.6912339721294771,False,calculated
94,compositional,glucose,2.081161898672193,False,calculated
95,compositional,lignin,0.4569550635538759,False,calculated
96,compositional,glucan,1.8596504379167018,False,calculated
97,compositional,glucose,2.081161898672193,False,calculated
98,compositional,xylan,0.8759750075945936,False,calculated
99,compositional,xylose,1.6912339721294771,False,calculated
100,compositional,lignin,0.4569550635538759,False,calculated
101,compositional,xylan,0.8759750075945936,False,calculated
102,compositional,glucose,2.081161898672193,False,calculated
103,compositional,lignin,0.4569550635538759,False,calculated
104,compositional,xylose,1.6912339721294771,False,calculated
105,compositional,glucan,1.8596504379167018,False,calculated
106,compositional,lignin,0.4569550635538759,False,calculated
107,compositional,glucose,2.081161898672193,False,calculated
108,compositional,xylan,0.8759750075945936,False,calculated
109,compositional,xylose,1.6912339721294771,False,calculated
110,compositional,glucan,1.8596504379167018,False,calculated
111,compositional,xylose,1.6912339721294771,False,calculated
112,compositional,lignin,0.4569550635538759,False,calculated
113,compositional,xylan,0.8759750075945936,False,calculated
114,compositional,glucan,1.8596504379167018,False,calculated
115,compositional,glucose,2.081161898672193,False,calculated
116,compositional,arabinan,0.28103550021474594,False,calculated
117,compositional,xylose,1.6912339721294771,False,calculated
118,compositional,glucose,2.081161898672193,False,calculated
119,compositional,arabinose,0.31917303860355833,False,calculated
120,compositional,glucan,1.8596504379167018,False,calculated
121,compositional,xylan,0.8759750075945936,False,calculated
122,compositional,lignin,0.4569550635538759,False,calculated
123,compositional,xylose,1.6912339721294771,False,calculated
124,compositional,glucose,2.081161898672193,False,calculated
125,compositional,xylan,0.8759750075945936,False,calculated
126,compositional,glucan,1.8596504379167018,False,calculated
127,compositional,lignin,0.4569550635538759,False,calculated
128,compositional,lignin,0.4569550635538759,False,calculated
129,compositional,xylan,0.8759750075945936,True,calculated
130,compositional,xylose,1.6912339721294771,False,calculated
131,compositional,glucose,2.081161898672193,False,calculated
132,compositional,glucan,1.8596504379167018,False,calculated
133,compositional,glucose,2.081161898672193,False,calculated
134,compositional,lignin,0.4569550635538759,False,calculated
135,compositional,glucan,1.8596504379167018,False,calculated
136,compositional,xylan,0.8759750075945936,False,calculated
137,compositional,xylose,1.6912339721294771,False,calculated
138,compositional,glucan,1.8596504379167018,False,calculated
139,compositional,glucose,2.081161898672193,False,calculated
140,compositional,xylan,0.8759750075945936,False,calculated
141,compositional,xylose,1.6912339721294771,False,calculated
142,compositional,xylan,0.8759750075945936,False,calculated
143,compositional,lignin,0.4569550635538759,False,calculated
144,compositional,glucose,2.081161898672193,False,calculated
145,compositional,xylose,1.6912339721294771,False,calculated
146,compositional,lignin,0.4569550635538759,False,calculated
147,compositional,glucan,1.8596504379167018,False,calculated
148,compositional,lignin,0.4569550635538759,,not_applicable_n_lt_2
149,compositional,glucose,2.081161898672193,False,calculated
150,compositional,xylan,0.8759750075945936,False,calculated
151,compositional,glucan,1.8596504379167018,False,calculated
152,compositional,lignin,0.4569550635538759,False,calculated
153,compositional,xylose,1.6912339721294771,True,calculated
154,compositional,glucan,1.8596504379167018,False,calculated
155,compositional,glucose,2.081161898672193,False,calculated
156,compositional,lignin,0.4569550635538759,False,calculated
157,compositional,xylan,0.8759750075945936,False,calculated
158,compositional,xylose,1.6912339721294771,False,calculated
159,compositional,glucan,1.8596504379167018,False,calculated
160,compositional,glucose,2.081161898672193,False,calculated
161,compositional,xylose,1.6912339721294771,False,calculated
162,compositional,xylan,0.8759750075945936,False,calculated
163,compositional,lignin,0.4569550635538759,False,calculated
164,compositional,glucose,2.081161898672193,False,calculated
165,compositional,glucan,1.8596504379167018,False,calculated
166,compositional,lignin+,0.5691001669302171,False,calculated
167,compositional,xylose,1.6912339721294771,False,calculated
168,compositional,xylan,0.8759750075945936,False,calculated
169,compositional,xylan,0.8759750075945936,False,calculated
170,compositional,xylose,1.6912339721294771,False,calculated
171,compositional,glucose,2.081161898672193,False,calculated
172,compositional,lignin,0.4569550635538759,False,calculated
173,compositional,glucan,1.8596504379167018,False,calculated
174,compositional,xylan,0.8759750075945936,False,calculated
175,compositional,glucose,2.081161898672193,True,calculated
176,compositional,xylose,1.6912339721294771,False,calculated
177,compositional,lignin,0.4569550635538759,False,calculated
178,compositional,glucan,1.8596504379167018,True,calculated
179,compositional,glucan,1.8596504379167018,False,calculated
180,compositional,xylose,1.6912339721294771,False,calculated
181,compositional,lignin,0.4569550635538759,False,calculated
182,compositional,glucose,2.081161898672193,False,calculated
183,compositional,lignin,0.4569550635538759,False,calculated
184,compositional,xylose,1.6912339721294771,False,calculated
185,compositional,glucan,1.8596504379167018,False,calculated
186,compositional,glucose,2.081161898672193,False,calculated
187,compositional,xylan,0.8759750075945936,False,calculated
188,compositional,xylan,0.8759750075945936,False,calculated
189,compositional,glucose,2.081161898672193,False,calculated
190,compositional,lignin,0.4569550635538759,False,calculated
191,compositional,xylan,0.8759750075945936,False,calculated
192,compositional,glucan,1.8596504379167018,False,calculated
193,compositional,xylose,1.6912339721294771,False,calculated
194,compositional,glucan,1.8596504379167018,False,calculated
195,compositional,xylan,0.8759750075945936,False,calculated
196,compositional,xylose,1.6912339721294771,False,calculated
197,compositional,lignin,0.4569550635538759,False,calculated
198,compositional,glucose,2.081161898672193,False,calculated
199,compositional,xylan,0.8759750075945936,False,calculated
200,compositional,glucose,2.081161898672193,False,calculated
201,compositional,lignin,0.4569550635538759,False,calculated
202,compositional,xylose,1.6912339721294771,False,calculated
203,compositional,glucan,1.8596504379167018,False,calculated
204,compositional,xylose,1.6912339721294771,False,calculated
205,compositional,glucan,1.8596504379167018,False,calculated
206,compositional,glucose,2.081161898672193,False,calculated
207,compositional,lignin+,0.5691001669302171,False,calculated
208,compositional,xylan,0.8759750075945936,False,calculated
209,compositional,glucan,1.8596504379167018,False,calculated
210,compositional,lignin,0.4569550635538759,False,calculated
211,compositional,xylan,0.8759750075945936,False,calculated
212,compositional,glucose,2.081161898672193,False,calculated
213,compositional,xylose,1.6912339721294771,False,calculated
214,compositional,glucose,2.081161898672193,False,calculated
215,compositional,xylose,1.6912339721294771,False,calculated
216,compositional,glucan,1.8596504379167018,False,calculated
217,compositional,xylan,0.8759750075945936,False,calculated
218,compositional,lignin,0.4569550635538759,False,calculated
219,compositional,lignin,0.4569550635538759,False,calculated
220,compositional,xylan,0.8759750075945936,False,calculated
221,compositional,glucose,2.081161898672193,False,calculated
222,compositional,xylose,1.6912339721294771,False,calculated
223,compositional,glucan,1.8596504379167018,False,calculated
224,compositional,xylan,0.8759750075945936,False,calculated
225,compositional,glucose,2.081161898672193,False,calculated
226,compositional,xylose,1.6912339721294771,False,calculated
227,compositional,glucan,1.8596504379167018,False,calculated
228,compositional,lignin,0.4569550635538759,False,calculated
229,compositional,glucan,1.8596504379167018,False,calculated
230,compositional,lignin,0.4569550635538759,False,calculated
231,compositional,glucose,2.081161898672193,False,calculated
232,compositional,xylan,0.8759750075945936,False,calculated
233,compositional,xylose,1.6912339721294771,False,calculated
234,compositional,glucan,1.8596504379167018,True,calculated
235,compositional,lignin,0.4569550635538759,False,calculated
236,compositional,xylan,0.8759750075945936,False,calculated
237,compositional,xylose,1.6912339721294771,False,calculated
238,compositional,glucose,2.081161898672193,True,calculated
239,compositional,lignin,0.4569550635538759,False,calculated
240,compositional,glucan,1.8596504379167018,True,calculated
241,compositional,glucose,2.081161898672193,True,calculated
242,compositional,xylose,1.6912339721294771,True,calculated
243,compositional,xylan,0.8759750075945936,True,calculated
244,compositional,glucose,2.081161898672193,False,calculated
245,compositional,xylan,0.8759750075945936,False,calculated
246,compositional,glucan,1.8596504379167018,False,calculated
247,compositional,lignin,0.4569550635538759,False,calculated
248,compositional,xylose,1.6912339721294771,False,calculated
249,compositional,xylose,1.6912339721294771,False,calculated
250,compositional,lignin,0.4569550635538759,False,calculated
251,compositional,xylan,0.8759750075945936,False,calculated
252,compositional,glucose,2.081161898672193,False,calculated
253,compositional,glucan,1.8596504379167018,False,calculated
254,compositional,lignin,0.4569550635538759,False,calculated
255,compositional,xylan,0.8759750075945936,False,calculated
256,compositional,glucan,1.8596504379167018,False,calculated
257,compositional,xylose,1.6912339721294771,False,calculated
258,compositional,glucose,2.081161898672193,False,calculated
259,compositional,lignin,0.4569550635538759,False,calculated
260,compositional,xylose,1.6912339721294771,False,calculated
261,compositional,xylan,0.8759750075945936,False,calculated
262,compositional,glucan,1.8596504379167018,False,calculated
263,compositional,lignin,0.4569550635538759,,not_applicable_n_lt_2
264,compositional,xylan,0.8759750075945936,False,calculated
265,compositional,glucan,1.8596504379167018,False,calculated
266,compositional,xylose,1.6912339721294771,False,calculated
267,compositional,glucose,2.081161898672193,False,calculated
268,compositional,glucose,2.081161898672193,False,calculated
269,compositional,lignin,0.4569550635538759,False,calculated
270,compositional,xylan,0.8759750075945936,False,calculated
271,compositional,glucose,2.081161898672193,False,calculated
272,compositional,lignin,0.4569550635538759,False,calculated
273,compositional,xylose,1.6912339721294771,False,calculated
274,compositional,glucan,1.8596504379167018,False,calculated
275,compositional,lignin,0.4569550635538759,False,calculated
276,compositional,glucan,1.8596504379167018,False,calculated
277,compositional,xylan,0.8759750075945936,False,calculated
278,compositional,xylose,1.6912339721294771,False,calculated
279,compositional,glucose,2.081161898672193,False,calculated
280,compositional,xylose,1.6912339721294771,False,calculated
281,compositional,lignin,0.4569550635538759,True,calculated
282,compositional,xylan,0.8759750075945936,False,calculated
283,compositional,glucan,1.8596504379167018,False,calculated
284,compositional,glucose,2.081161898672193,False,calculated
285,compositional,lignin+,0.5691001669302171,False,calculated
286,compositional,xylan,0.8759750075945936,False,calculated
287,compositional,xylose,1.6912339721294771,False,calculated
288,compositional,glucose,2.081161898672193,False,calculated
289,compositional,glucan,1.8596504379167018,False,calculated
290,compositional,xylan,0.8759750075945936,False,calculated
291,compositional,glucan,1.8596504379167018,False,calculated
292,compositional,lignin,0.4569550635538759,False,calculated
293,compositional,xylose,1.6912339721294771,False,calculated
294,compositional,arabinose,0.31917303860355833,False,calculated
295,compositional,glucose,2.081161898672193,False,calculated
296,compositional,arabinan,0.28103550021474594,False,calculated
297,compositional,xylose,1.6912339721294771,False,calculated
298,compositional,lignin,0.4569550635538759,False,calculated
299,compositional,arabinan,0.28103550021474594,False,calculated
300,compositional,xylan,0.8759750075945936,False,calculated
301,compositional,glucose,2.081161898672193,False,calculated
302,compositional,glucan,1.8596504379167018,False,calculated
303,compositional,glucan,1.8596504379167018,False,calculated
304,compositional,glucose,2.081161898672193,False,calculated
305,compositional,lignin,0.4569550635538759,False,calculated
306,compositional,xylose,1.6912339721294771,False,calculated
307,compositional,xylan,0.8759750075945936,False,calculated
308,compositional,glucose,2.081161898672193,False,calculated
309,compositional,xylose,1.6912339721294771,False,calculated
310,compositional,xylan,0.8759750075945936,False,calculated
311,compositional,arabinose,0.31917303860355833,False,calculated
312,compositional,lignin,0.4569550635538759,False,calculated
313,compositional,glucan,1.8596504379167018,False,calculated
314,compositional,glucan,1.8596504379167018,False,calculated
315,compositional,xylose,1.6912339721294771,False,calculated
316,compositional,glucose,2.081161898672193,False,calculated
317,compositional,xylan,0.8759750075945936,False,calculated
318,compositional,lignin,0.4569550635538759,False,calculated
319,compositional,glucose,2.081161898672193,False,calculated
320,compositional,lignin,0.4569550635538759,False,calculated
321,compositional,xylose,1.6912339721294771,False,calculated
322,compositional,glucan,1.8596504379167018,False,calculated
323,compositional,xylan,0.8759750075945936,False,calculated
324,compositional,arabinan,0.28103550021474594,False,calculated
325,compositional,lignin,0.4569550635538759,False,calculated
326,compositional,glucan,1.8596504379167018,False,calculated
327,compositional,arabinose,0.31917303860355833,False,calculated
328,compositional,glucose,2.081161898672193,False,calculated
329,compositional,xylan,0.8759750075945936,False,calculated
330,compositional,xylose,1.6912339721294771,False,calculated
331,compositional,glucose,2.081161898672193,False,calculated
332,compositional,lignin,0.4569550635538759,False,calculated
333,compositional,xylose,1.6912339721294771,False,calculated
334,compositional,arabinan,0.28103550021474594,False,calculated
335,compositional,xylan,0.8759750075945936,False,calculated
336,compositional,arabinose,0.31917303860355833,False,calculated
337,compositional,glucan,1.8596504379167018,False,calculated
338,compositional,glucan,1.8596504379167018,False,calculated
339,compositional,xylose,1.6912339721294771,False,calculated
340,compositional,xylan,0.8759750075945936,False,calculated
341,compositional,arabinose,0.31917303860355833,False,calculated
342,compositional,lignin,0.4569550635538759,False,calculated
343,compositional,arabinan,0.28103550021474594,False,calculated
344,compositional,glucose,2.081161898672193,False,calculated
345,compositional,xylan,0.8759750075945936,False,calculated
346,compositional,glucan,1.8596504379167018,False,calculated
347,compositional,lignin,0.4569550635538759,False,calculated
348,compositional,lignin,0.4569550635538759,False,calculated
349,compositional,glucose,2.081161898672193,False,calculated
350,compositional,xylose,1.6912339721294771,False,calculated
351,compositional,glucan,1.8596504379167018,False,calculated
352,compositional,xylan,0.8759750075945936,False,calculated
353,proximate,volatile solids,1.218575790224695,False,calculated
354,proximate,moisture,0.8572297870474512,False,calculated
355,proximate,total solids,1.0814785906475384,False,calculated
356,proximate,ash,1.1501599132672622,False,calculated
357,proximate,volatile solids,1.218575790224695,False,calculated
358,proximate,ash,1.1501599132672622,False,calculated
359,proximate,moisture,0.8572297870474512,,not_applicable_n_lt_2
360,proximate,total solids,1.0814785906475384,False,calculated
361,proximate,volatile solids,1.218575790224695,False,calculated
362,proximate,total solids,1.0814785906475384,False,calculated
363,proximate,total solids,1.0814785906475384,False,calculated
364,proximate,ash,1.1501599132672622,False,calculated
365,proximate,ash,1.1501599132672622,False,calculated
366,proximate,moisture,0.8572297870474512,False,calculated
367,proximate,moisture,0.8572297870474512,False,calculated
368,proximate,volatile solids,1.218575790224695,False,calculated
369,proximate,ash,1.1501599132672622,False,calculated
370,proximate,volatile solids,1.218575790224695,False,calculated
371,proximate,total solids,1.0814785906475384,False,calculated
372,proximate,moisture,0.8572297870474512,False,calculated
373,proximate,ash,1.1501599132672622,False,calculated
374,proximate,moisture,0.8572297870474512,,not_applicable_n_lt_2
375,proximate,ash,1.1501599132672622,False,calculated
376,proximate,volatile solids,1.218575790224695,False,calculated
377,proximate,total solids,1.0814785906475384,False,calculated
378,proximate,volatile solids,1.218575790224695,False,calculated
379,proximate,moisture,0.8572297870474512,False,calculated
380,proximate,total solids,1.0814785906475384,False,calculated
381,proximate,total solids,1.0814785906475384,False,calculated
382,proximate,ash,1.1501599132672622,False,calculated
383,proximate,moisture,0.8572297870474512,False,calculated
384,proximate,volatile solids,1.218575790224695,False,calculated
385,proximate,moisture,0.8572297870474512,False,calculated
386,proximate,ash,1.1501599132672622,False,calculated
387,proximate,moisture,0.8572297870474512,False,calculated
388,proximate,volatile solids,1.218575790224695,False,calculated
389,proximate,ash,1.1501599132672622,False,calculated
390,proximate,total solids,1.0814785906475384,False,calculated
391,proximate,total solids,1.0814785906475384,False,calculated
392,proximate,volatile solids,1.218575790224695,False,calculated
393,proximate,volatile solids,1.218575790224695,False,calculated
394,proximate,moisture,0.8572297870474512,False,calculated
395,proximate,ash,1.1501599132672622,False,calculated
396,proximate,total solids,1.0814785906475384,False,calculated
397,proximate,volatile solids,1.218575790224695,False,calculated
398,proximate,ash,1.1501599132672622,False,calculated
399,proximate,moisture,0.8572297870474512,False,calculated
400,proximate,total solids,1.0814785906475384,False,calculated
401,proximate,volatile solids,1.218575790224695,False,calculated
402,proximate,total solids,1.0814785906475384,False,calculated
403,proximate,total solids,1.0814785906475384,True,calculated
404,proximate,ash,1.1501599132672622,False,calculated
405,proximate,moisture,0.8572297870474512,False,calculated
406,proximate,volatile solids,1.218575790224695,False,calculated
407,proximate,moisture,0.8572297870474512,True,calculated
408,proximate,ash,1.1501599132672622,False,calculated
409,proximate,moisture,0.8572297870474512,,not_applicable_n_lt_2
410,proximate,volatile solids,1.218575790224695,False,calculated
411,proximate,ash,1.1501599132672622,False,calculated
412,proximate,total solids,1.0814785906475384,False,calculated
413,proximate,volatile solids,1.218575790224695,False,calculated
414,proximate,total solids,1.0814785906475384,False,calculated
415,proximate,moisture,0.8572297870474512,,not_applicable_n_lt_2
416,proximate,ash,1.1501599132672622,False,calculated
417,proximate,ash,1.1501599132672622,False,calculated
418,proximate,moisture,0.8572297870474512,False,calculated
419,proximate,volatile solids,1.218575790224695,False,calculated
420,proximate,total solids,1.0814785906475384,False,calculated
421,proximate,volatile solids,1.218575790224695,False,calculated
422,proximate,moisture,0.8572297870474512,False,calculated
423,proximate,ash,1.1501599132672622,False,calculated
424,proximate,total solids,1.0814785906475384,False,calculated
425,proximate,ash,1.1501599132672622,False,calculated
426,proximate,moisture,0.8572297870474512,False,calculated
427,proximate,total solids,1.0814785906475384,False,calculated
428,proximate,volatile solids,1.218575790224695,False,calculated
429,proximate,total solids,1.0814785906475384,False,calculated
430,proximate,volatile solids,1.218575790224695,False,calculated
431,proximate,ash,1.1501599132672622,False,calculated
432,proximate,moisture,0.8572297870474512,,not_applicable_n_lt_2
433,proximate,volatile solids,1.218575790224695,False,calculated
434,proximate,ash,1.1501599132672622,False,calculated
435,proximate,total solids,1.0814785906475384,True,calculated
436,proximate,moisture,0.8572297870474512,,not_applicable_n_lt_2
437,proximate,ash,1.1501599132672622,True,calculated
438,proximate,volatile solids,1.218575790224695,False,calculated
439,proximate,moisture,0.8572297870474512,False,calculated
440,proximate,total solids,1.0814785906475384,False,calculated
441,proximate,volatile solids,1.218575790224695,False,calculated
442,proximate,moisture,0.8572297870474512,False,calculated
443,proximate,ash,1.1501599132672622,False,calculated
444,proximate,total solids,1.0814785906475384,False,calculated
445,proximate,total solids,1.0814785906475384,False,calculated
446,proximate,ash,1.1501599132672622,False,calculated
447,proximate,volatile solids,1.218575790224695,False,calculated
448,proximate,moisture,0.8572297870474512,False,calculated
449,proximate,ash,1.1501599132672622,False,calculated
450,proximate,moisture,0.8572297870474512,False,calculated
451,proximate,volatile solids,1.218575790224695,False,calculated
452,proximate,volatile solids,1.218575790224695,False,calculated
453,proximate,total solids,1.0814785906475384,False,calculated
454,proximate,ash,1.1501599132672622,False,calculated
455,proximate,volatile solids,1.218575790224695,False,calculated
456,proximate,total solids,1.0814785906475384,False,calculated
457,proximate,ash,1.1501599132672622,False,calculated
458,proximate,moisture,0.8572297870474512,False,calculated
459,proximate,total solids,1.0814785906475384,False,calculated
460,proximate,moisture,0.8572297870474512,,not_applicable_n_lt_2
461,proximate,volatile solids,1.218575790224695,False,calculated
462,proximate,ash,1.1501599132672622,False,calculated
463,proximate,moisture,0.8572297870474512,False,calculated
464,proximate,total solids,1.0814785906475384,False,calculated
465,proximate,total solids,1.0814785906475384,False,calculated
466,proximate,total solids,1.0814785906475384,False,calculated
467,proximate,volatile solids,1.218575790224695,False,calculated
468,proximate,moisture,0.8572297870474512,False,calculated
469,proximate,volatile solids,1.218575790224695,False,calculated
470,proximate,moisture,0.8572297870474512,,not_applicable_n_lt_2
471,proximate,ash,1.1501599132672622,False,calculated
472,proximate,ash,1.1501599132672622,False,calculated
473,proximate,moisture,0.8572297870474512,False,calculated
474,proximate,ash,1.1501599132672622,False,calculated
475,proximate,total solids,1.0814785906475384,False,calculated
476,proximate,volatile solids,1.218575790224695,False,calculated
477,proximate,volatile solids,1.218575790224695,False,calculated
478,proximate,moisture,0.8572297870474512,False,calculated
479,proximate,total solids,1.0814785906475384,False,calculated
480,proximate,ash,1.1501599132672622,False,calculated
481,proximate,total solids,1.0814785906475384,False,calculated
482,proximate,moisture,0.8572297870474512,False,calculated
483,proximate,ash,1.1501599132672622,False,calculated
484,proximate,volatile solids,1.218575790224695,False,calculated
485,proximate,ash,1.1501599132672622,False,calculated
486,proximate,volatile solids,1.218575790224695,False,calculated
487,proximate,total solids,1.0814785906475384,False,calculated
488,proximate,moisture,0.8572297870474512,False,calculated
489,proximate,volatile solids,1.218575790224695,False,calculated
490,proximate,ash,1.1501599132672622,False,calculated
491,proximate,moisture,0.8572297870474512,,not_applicable_n_lt_2
492,proximate,total solids,1.0814785906475384,False,calculated
493,proximate,total solids,1.0814785906475384,False,calculated
494,proximate,volatile solids,1.218575790224695,False,calculated
495,proximate,ash,1.1501599132672622,False,calculated
496,proximate,total solids,1.0814785906475384,False,calculated
497,proximate,ash,1.1501599132672622,False,calculated
498,proximate,volatile solids,1.218575790224695,False,calculated
499,proximate,moisture,0.8572297870474512,True,calculated
500,proximate,moisture,0.8572297870474512,False,calculated
501,proximate,ash,1.1501599132672622,False,calculated
502,proximate,total solids,1.0814785906475384,False,calculated
503,proximate,moisture,0.8572297870474512,False,calculated
504,proximate,volatile solids,1.218575790224695,False,calculated
505,proximate,ash,1.1501599132672622,False,calculated
506,proximate,total solids,1.0814785906475384,False,calculated
507,proximate,moisture,0.8572297870474512,False,calculated
508,proximate,ash,1.1501599132672622,False,calculated
509,proximate,volatile solids,1.218575790224695,False,calculated
510,proximate,volatile solids,1.218575790224695,False,calculated
511,proximate,total solids,1.0814785906475384,False,calculated
512,proximate,moisture,0.8572297870474512,False,calculated
513,proximate,total solids,1.0814785906475384,False,calculated
514,proximate,moisture,0.8572297870474512,False,calculated
515,proximate,ash,1.1501599132672622,False,calculated
516,proximate,volatile solids,1.218575790224695,False,calculated
517,proximate,total solids,1.0814785906475384,False,calculated
518,proximate,ash,1.1501599132672622,False,calculated
519,proximate,moisture,0.8572297870474512,False,calculated
520,proximate,volatile solids,1.218575790224695,False,calculated
521,proximate,ash,1.1501599132672622,False,calculated
522,proximate,total solids,1.0814785906475384,False,calculated
523,proximate,volatile solids,1.218575790224695,False,calculated
524,proximate,moisture,0.8572297870474512,False,calculated
525,proximate,ash,1.1501599132672622,False,calculated
526,proximate,total solids,1.0814785906475384,False,calculated
527,proximate,volatile solids,1.218575790224695,False,calculated
528,proximate,moisture,0.8572297870474512,False,calculated
529,proximate,ash,1.1501599132672622,False,calculated
530,proximate,moisture,0.8572297870474512,False,calculated
531,proximate,volatile solids,1.218575790224695,False,calculated
532,proximate,total solids,1.0814785906475384,False,calculated
533,proximate,ash,1.1501599132672622,False,calculated
534,proximate,volatile solids,1.218575790224695,False,calculated
535,proximate,moisture,0.8572297870474512,,not_applicable_n_lt_2
536,proximate,total solids,1.0814785906475384,False,calculated
537,proximate,total solids,1.0814785906475384,False,calculated
538,proximate,ash,1.1501599132672622,False,calculated
539,proximate,moisture,0.8572297870474512,False,calculated
540,proximate,volatile solids,1.218575790224695,False,calculated
541,proximate,volatile solids,1.218575790224695,False,calculated
542,proximate,total solids,1.0814785906475384,False,calculated
543,proximate,moisture,0.8572297870474512,,not_applicable_n_lt_2
544,proximate,ash,1.1501599132672622,False,calculated
545,proximate,moisture,0.8572297870474512,False,calculated
546,proximate,ash,1.1501599132672622,False,calculated
547,proximate,total solids,1.0814785906475384,False,calculated
548,proximate,volatile solids,1.218575790224695,False,calculated
549,proximate,volatile solids,1.218575790224695,False,calculated
550,proximate,total solids,1.0814785906475384,False,calculated
551,proximate,moisture,0.8572297870474512,False,calculated
552,proximate,ash,1.1501599132672622,False,calculated
553,proximate,total solids,1.0814785906475384,False,calculated
554,proximate,volatile solids,1.218575790224695,False,calculated
