record_id,resource_name,parameter_name,analysis_type,unit,observed_value,group_mean,group_std,group_n,z_score,severity,analyst_name,analyst_email,qc_pass,note,created_at,provider_codename,sample_date,repl_no
(37)fb45,almond shells,glucan,,% dry weight,28.14,28.47,0.2879236009777605,3,1.1461373742178496,LOW,,,pass,,2026-07-08 04:06:49.387425,vibrant,,
(3c)1efb,alfalfa,glucose,,% dry weight,27.1,29.86111111111111,1.9147874845818045,9,1.441993502330701,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(3c)3131,alfalfa,glucan,,% dry weight,25.1,26.874444444444446,1.7236234443107856,9,1.0294849784629034,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(3c)3fff,alfalfa,glucose,,% dry weight,27.89,29.86111111111111,1.9147874845818045,9,1.0294150797322592,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(3c)4cb4,alfalfa,glucan,,% dry weight,24.39,26.874444444444446,1.7236234443107856,9,1.4414078972091753,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(3c)594e,alfalfa,xylan,,% dry weight,11.32,12.302222222222222,0.8497319838892999,9,1.15592003225123,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(3c)6726,alfalfa,xylose,,% dry weight,12.88,13.979999999999999,0.9649870465451855,9,1.1399116743983053,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(3c)933c,alfalfa,glucose,,% dry weight,27.38,29.86111111111111,1.9147874845818045,9,1.295763175333786,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(3c)c6b9,alfalfa,xylan,,% dry weight,11.33,12.302222222222222,0.8497319838892999,9,1.1441516156332878,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(3c)d0b2,alfalfa,glucan,,% dry weight,24.64,26.874444444444446,1.7236234443107856,9,1.2963646159604882,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(3c)fc9b,alfalfa,xylose,,% dry weight,12.86,13.979999999999999,0.9649870465451855,9,1.1606373412055486,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(42)0211,rice straw,glucose,,% dry weight,33.43,35.93666666666667,1.7237478547243126,6,1.4541956700897947,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(42)0654,rice straw,xylose,,% dry weight,17.7,18.551666666666666,0.6941877747891184,6,1.2268534503152082,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(42)446d,rice straw,xylan,,% dry weight,15.58,16.326666666666664,0.6101693753923302,6,1.2237039366103362,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(42)7a67,rice straw,arabinose,,% dry weight,2.57,2.6166666666666667,0.04041451884327397,3,1.1547005383792515,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(42)8729,rice straw,glucan,,% dry weight,30.09,32.34166666666667,1.5498956954152323,6,1.4527859347744205,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(42)cbb9,rice straw,arabinan,,% dry weight,2.27,2.3066666666666666,0.03214550253664321,3,1.1406468642034655,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(4c)0e12,almond branches,glucan,,% dry weight,22.41,24.368333333333336,1.7923773784185792,6,1.0925898512852132,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(4c)12e4,almond branches,xylose,,% dry weight,14.76,16.183333333333334,1.2657909253374617,6,1.124461634889562,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(4c)6cf6,almond branches,lignin,,% dry weight,38.52,36.81,1.5843231993504368,6,1.0793252290322397,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(4c)c715,almond branches,glucose,,% dry weight,24.9,27.075,1.9922324161603218,6,1.0917400913453317,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(4c)ddb6,almond branches,xylan,,% dry weight,12.99,14.24,1.1134091790532359,6,1.1226780086930046,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(4d)2619,walnut tree sticks,xylan,,% dry weight,13.08,13.143333333333333,0.05686240703077281,3,1.1137997253450391,LOW,,,pass,,2026-07-08 04:06:49.387425,energetic,,
(4d)3358,walnut tree sticks,xylose,,% dry weight,14.87,14.94,0.062449979983984716,3,1.1208970766356012,LOW,,,pass,,2026-07-08 04:06:49.387425,energetic,,
(4d)86ca,walnut tree sticks,glucose,,% dry weight,26.65,26.209999999999997,0.40261644278394737,3,1.0928515411779014,LOW,,,pass,,2026-07-08 04:06:49.387425,energetic,,
(4d)8f9f,walnut tree sticks,glucan,,% dry weight,23.98,23.590000000000003,0.35679125549822444,3,1.0930761166088552,LOW,,,pass,,2026-07-08 04:06:49.387425,energetic,,
(4d)a3be,walnut tree sticks,lignin,,% dry weight,31.88,32.01,0.11269427669584782,3,1.153563462240925,LOW,,,pass,,2026-07-08 04:06:49.387425,energetic,,
(4e)e137,grape pomace,glucan,,% dry weight,5.57,7.609999999999999,1.771468317526452,3,1.1515870647060202,LOW,,,pass,,2026-07-08 04:06:49.387425,ebony,,
(4e)e140,grape pomace,glucose,,% dry weight,6.19,8.456666666666667,1.9687136240025702,3,1.1513440243575555,LOW,,,pass,,2026-07-08 04:06:49.387425,ebony,,
(4e)e143,grape pomace,xylan,,% dry weight,2.92,4.896666666666667,1.759100148750302,3,1.1236805750206598,LOW,,,pass,,2026-07-08 04:06:49.387425,ebony,,
(4e)e146,grape pomace,xylose,,% dry weight,3.32,5.566666666666667,1.9993082136912592,3,1.1237220210878434,LOW,,,pass,,2026-07-08 04:06:49.387425,ebony,,
(4e)e149,grape pomace,lignin,,% dry weight,49.71,48.67333333333334,0.9514375088955334,3,1.0895793543709096,LOW,,,pass,,2026-07-08 04:06:49.387425,ebony,,
(56)40ab,sweet potato culls,lignin,,% dry weight,8.85,8.706666666666665,0.14011899704655728,3,1.022940046350097,LOW,,,pass,,2026-07-08 04:06:49.387425,tackle,,
(56)b418,sweet potato culls,glucose,,% dry weight,59.72,60.199999999999996,0.4613025037868321,3,1.0405319634289367,LOW,,,pass,,2026-07-08 04:06:49.387425,tackle,,
(56)d797,sweet potato culls,glucan,,% dry weight,53.75,54.17666666666667,0.4110150037812905,3,1.0380805146804506,LOW,,,pass,,2026-07-08 04:06:49.387425,tackle,,
(56)ea26,sweet potato culls,xylan,,% dry weight,3.13,3.176666666666667,0.04041451884327397,3,1.1547005383792626,LOW,,,pass,,2026-07-08 04:06:49.387425,tackle,,
(56)ea73,sweet potato culls,xylose,,% dry weight,3.56,3.61,0.04358898943540658,3,1.1470786693528088,LOW,,,pass,,2026-07-08 04:06:49.387425,tackle,,
(5b)3885,corn stover stalks,lignin,,% dry weight,21.95,22.086666666666662,0.12662279942148405,3,1.0793211593099163,LOW,,,pass,,2026-07-08 04:06:49.387425,caterpillar,,
(5b)58d8,corn stover stalks,glucose,,% dry weight,45.33,45.093333333333334,0.2055075018906441,3,1.1516205709736138,LOW,,,pass,,2026-07-08 04:06:49.387425,caterpillar,,
(5b)9d19,corn stover stalks,glucan,,% dry weight,40.8,40.586666666666666,0.18502252115170376,3,1.1530127900398395,LOW,,,pass,,2026-07-08 04:06:49.387425,caterpillar,,
(5b)cb5c,corn stover stalks,xylan,,% dry weight,19.51,19.560000000000002,0.045825756949558684,3,1.0910894511799707,LOW,,,pass,,2026-07-08 04:06:49.387425,caterpillar,,
(5b)de58,corn stover stalks,xylose,,% dry weight,22.17,22.22666666666667,0.051316014394467514,3,1.1042686641848352,LOW,,,pass,,2026-07-08 04:06:49.387425,caterpillar,,
(5c)335d,grape stem,xylose,,% dry weight,9.18,9.036666666666667,0.12503332889007382,3,1.1463610111456581,LOW,,,pass,,2026-07-08 04:06:49.387425,maplewood,,
(5c)76f6,grape stem,glucose,,% dry weight,27.37,27.72,0.3099999999999978,3,1.1290322580645173,LOW,,,pass,,2026-07-08 04:06:49.387425,maplewood,,
(5c)7ce2,grape stem,glucan,,% dry weight,24.63,24.94666666666667,0.27970222261064326,3,1.132156418747815,LOW,,,pass,,2026-07-08 04:06:49.387425,maplewood,,
(5c)94a8,grape stem,xylan,,% dry weight,8.08,7.95,0.1135781669160054,3,1.1445861782233107,LOW,,,pass,,2026-07-08 04:06:49.387425,maplewood,,
(5c)ad73,grape stem,lignin,,% dry weight,26.82,27.099999999999998,0.2457641145488914,3,1.1393038422796076,LOW,,,pass,,2026-07-08 04:06:49.387425,maplewood,,
(62)418e,wheat straw,arabinose,,% dry weight,2.18,2.106666666666667,0.06429100507328628,3,1.1406468642034682,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(62)50f3,wheat straw,arabinan,,% dry weight,1.92,1.8533333333333335,0.05859465277082306,3,1.1377602479771463,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(62)5ab6,wheat straw,xylose,,% dry weight,22.05,21.996666666666666,0.046188021535171125,3,1.1547005383792517,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(62)a8c9,wheat straw,glucan,,% dry weight,34.28,34.17333333333334,0.09451631252504952,3,1.1285529853737397,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(62)b906,wheat straw,glucose,,% dry weight,38.09,37.97,0.10583005244258707,3,1.1338934190276877,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(62)d08a,wheat straw,lignin,,% dry weight,16.83,16.58,0.21702534414210692,3,1.1519391939602293,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(62)ed41,wheat straw,xylan,,% dry weight,19.41,19.356666666666666,0.046188021535171125,3,1.1547005383792517,LOW,,,pass,,2026-07-08 04:06:49.387425,possessive,,
(71)0047,almond shells,lignin,,% dry weight,33.97,30.67777777777778,2.3073620098381706,9,1.4268338510319505,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(71)23e9,almond shells,lignin,,% dry weight,34.35,30.67777777777778,2.3073620098381706,9,1.591524089659332,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(71)3ea0,almond shells,xylose,,% dry weight,13.87,19.25,2.991015713766814,9,1.7987200719933887,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(71)470a,almond shells,glucose,,% dry weight,17.76,23.84777777777778,3.143985439604397,9,1.9363250545281765,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(71)5316,almond shells,xylan,,% dry weight,12.21,16.94,2.6299287062580237,9,1.798527841741402,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(71)b8d9,almond shells,glucan,,% dry weight,15.98,21.463333333333335,2.8293373782566125,9,1.9380273895480316,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(72)1255,corn stover husks,glucan,,% dry weight,41.16,40.376666666666665,0.7147260547463825,3,1.0959910138035949,LOW,,,pass,,2026-07-08 04:06:49.387425,caterpillar,,
(72)4e20,corn stover husks,xylose,,% dry weight,24.88,24.55666666666667,0.3200520790954708,3,1.0102522509684464,LOW,,,pass,,2026-07-08 04:06:49.387425,caterpillar,,
(72)5d6f,corn stover husks,glucose,,% dry weight,45.74,44.86333333333334,0.8008953323208565,3,1.094608285612349,LOW,,,pass,,2026-07-08 04:06:49.387425,caterpillar,,
(72)ed34,corn stover husks,lignin,,% dry weight,18.49,18.569999999999997,0.06928203230275617,3,1.1547005383792088,LOW,,,pass,,2026-07-08 04:06:49.387425,caterpillar,,
(7e)197d,almond shells and hulls mix,xylan,,% dry weight,18.25,19.05666666666667,0.7166821703749385,3,1.1255570460817432,LOW,,,pass,,2026-07-08 04:06:49.387425,tiny,,
(7e)3340,almond shells and hulls mix,xylose,,% dry weight,20.74,21.653333333333332,0.8111925377697532,3,1.1259143678076735,LOW,,,pass,,2026-07-08 04:06:49.387425,tiny,,
(7e)3d10,almond branches,xylan,,% dry weight,12.93,12.799999999999999,0.11357816691600524,3,1.1445861782233202,LOW,,,pass,,2026-07-08 04:06:49.387425,capstan,,
(7e)5a6c,almond shells and hulls mix,lignin,,% dry weight,26.89,28.189999999999998,1.1294246322796393,3,1.1510285528092894,LOW,,,pass,,2026-07-08 04:06:49.387425,tiny,,
(7e)6de1,almond branches,glucan,,% dry weight,22.14,21.929999999999996,0.19672315572906043,3,1.0674899923282528,LOW,,,pass,,2026-07-08 04:06:49.387425,capstan,,
(7e)7f8b,almond branches,xylose,,% dry weight,14.69,14.543333333333331,0.12858201014657283,3,1.1406468642034795,LOW,,,pass,,2026-07-08 04:06:49.387425,capstan,,
(7e)a419,almond shells and hulls mix,glucan,,% dry weight,22.04,23.11,0.9315041599477688,3,1.1486797869587584,LOW,,,pass,,2026-07-08 04:06:49.387425,tiny,,
(7e)bbb6,almond branches,lignin,,% dry weight,44.53,44.026666666666664,0.4393555887129857,3,1.1456172318366615,LOW,,,pass,,2026-07-08 04:06:49.387425,capstan,,
(7e)c1b2,almond shells and hulls mix,glucose,,% dry weight,24.49,25.676666666666666,1.032537327815968,3,1.1492724134019592,LOW,,,pass,,2026-07-08 04:06:49.387425,tiny,,
(7e)d304,almond branches,glucose,,% dry weight,24.6,24.366666666666664,0.21733231083604065,3,1.0736246830291545,LOW,,,pass,,2026-07-08 04:06:49.387425,capstan,,
(82)083c,grape pomace,xylan,,% dry weight,4.69,4.603333333333333,0.0850490054811538,3,1.0190203421705202,LOW,,,pass,,2026-07-08 04:06:49.387425,boatswain,,
(82)60a4,grape pomace,glucan,,% dry weight,13.87,14.293333333333331,0.37421027956662767,3,1.1312712569617105,LOW,,,pass,,2026-07-08 04:06:49.387425,boatswain,,
(82)6771,walnut shells,xylose,,% dry weight,5.34,18.895,9.037040444747383,4,1.4999379589895052,LOW,,,pass,,2026-07-08 04:06:49.387425,energetic,,
(82)6771,walnut shells,lignin,,% dry weight,48.91,49.32,0.3629049462324854,3,1.1297724218323222,LOW,,,pass,,2026-07-08 04:06:49.387425,energetic,,
(82)6f92,grape pomace,lignin,,% dry weight,48.91,49.54666666666666,0.5701169470672989,3,1.116729944516995,LOW,,,pass,,2026-07-08 04:06:49.387425,boatswain,,
(82)8468,grape pomace,glucose,,% dry weight,15.41,15.883333333333333,0.41765216787816595,3,1.13331946949551,LOW,,,pass,,2026-07-08 04:06:49.387425,boatswain,,
(82)bb91,walnut shells,glucan,,% dry weight,11.07,10.63,0.4095119045888653,3,1.0744498391121085,LOW,,,pass,,2026-07-08 04:06:49.387425,energetic,,
(82)bdca,walnut shells,xylan,,% dry weight,20.7,20.603333333333335,0.09073771725877496,3,1.0653416196374026,LOW,,,pass,,2026-07-08 04:06:49.387425,energetic,,
(82)edaa,walnut shells,glucose,,% dry weight,12.3,11.813333333333333,0.4544593857907803,3,1.070869437144192,LOW,,,pass,,2026-07-08 04:06:49.387425,energetic,,
(85)07bd,tomato pomace,glucose,,% dry weight,15.68,15.723333333333334,0.03785938897200213,3,1.1445861782233397,LOW,,,pass,,2026-07-08 04:06:49.387425,oakleaf,,
(85)2246,tomato pomace,glucan,,% dry weight,14.12,14.153333333333334,0.030550504633039786,3,1.0910894511799858,LOW,,,pass,,2026-07-08 04:06:49.387425,oakleaf,,
(85)4630,tomato pomace,xylose,,% dry weight,11.22,10.816666666666668,0.3647373484212077,3,1.105818570758356,LOW,,,pass,,2026-07-08 04:06:49.387425,oakleaf,,
(85)5b1b,tomato pomace,lignin+,,% dry weight,40.88,40.10666666666666,0.6934935712271129,3,1.1151268957907627,LOW,,,pass,,2026-07-08 04:06:49.387425,oakleaf,,
(85)8c05,tomato pomace,xylan,,% dry weight,9.88,9.520000000000001,0.32449961479176037,3,1.1094003924504519,LOW,,,pass,,2026-07-08 04:06:49.387425,oakleaf,,
(86)82c3,almond hulls,lignin,,% dry weight,20.03,20.97888888888889,0.8379803763281752,9,1.1323521596611685,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(86)98ab,almond hulls,lignin,,% dry weight,20.08,20.97888888888889,0.8379803763281752,9,1.0726848912949511,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(87)49e8,grape stem,glucose,,% dry weight,12.22,18.606666666666666,5.585743758295158,3,1.1433869763864641,LOW,,,pass,,2026-07-08 04:06:49.387425,rigging,,
(87)50d0,grape stem,xylose,,% dry weight,3.65,5.503333333333333,1.6471288150394716,3,1.1251902804510892,LOW,,,pass,,2026-07-08 04:06:49.387425,rigging,,
(87)653b,grape stem,lignin,,% dry weight,35.56,36.626666666666665,0.9251126057585237,3,1.153012790039841,LOW,,,pass,,2026-07-08 04:06:49.387425,rigging,,
(87)8932,grape stem,xylan,,% dry weight,3.21,4.843333333333334,1.4524921112809301,3,1.1245040992979456,LOW,,,pass,,2026-07-08 04:06:49.387425,rigging,,
(87)a5ef,grape stem,glucan,,% dry weight,11.0,16.75,5.02930412681516,3,1.1432993223341268,LOW,,,pass,,2026-07-08 04:06:49.387425,rigging,,
(a0)00b1,almond branches,glucan,,% dry weight,26.22,24.368333333333336,1.7923773784185792,6,1.0330785742790365,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(a0)031a,almond branches,xylose,,% dry weight,17.5,16.183333333333334,1.2657909253374617,6,1.0401928472631774,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(a0)129b,almond branches,lignin,,% dry weight,34.99,36.81,1.5843231993504368,6,1.148755506923202,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(a0)2c11,olive stems / leaves,lignin,,% dry weight,51.48,51.25,0.2042057785666183,3,1.1263148458111027,LOW,,,pass,,2026-07-08 04:06:49.387425,excellent,,
(a0)4e26,olive stems / leaves,glucan,,% dry weight,14.45,14.143333333333333,0.2914332399252586,3,1.0522707250048582,LOW,,,pass,,2026-07-08 04:06:49.387425,excellent,,
(a0)825d,olive stems / leaves,xylose,,% dry weight,14.06,13.656666666666666,0.35949038002891504,3,1.121958627379383,LOW,,,pass,,2026-07-08 04:06:49.387425,excellent,,
(a0)8bcb,almond branches,xylan,,% dry weight,15.4,14.24,1.1134091790532359,6,1.0418451920671086,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(a0)cda4,olive stems / leaves,glucose,,% dry weight,16.05,15.713333333333333,0.32129944496269114,3,1.0478283481185628,LOW,,,pass,,2026-07-08 04:06:49.387425,excellent,,
(a0)dd8f,olive stems / leaves,xylan,,% dry weight,12.37,12.016666666666666,0.31628046625318645,3,1.1171519301178903,LOW,,,pass,,2026-07-08 04:06:49.387425,excellent,,
(a0)e5fa,almond branches,glucose,,% dry weight,29.13,27.075,1.9922324161603218,6,1.031506155271106,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
(a2)8569,almond shells,lignin,,% dry weight,30.82,27.551666666666666,3.128523080731012,6,1.0446888992008505,LOW,,,pass,,2026-07-08 04:06:49.387425,tiny,,
(a5)6e3c,almond shells,xylan,,% dry weight,19.65,16.94,2.6299287062580237,9,1.0304461841689627,LOW,,,pass,,2026-07-08 04:06:49.387425,humorous,,
